RestaurantID,RestaurantName,City,State,OrderID,OrderDate,OrderType,PaymentMethod,CustomerID,Gender,AgeGroup,ItemID,ItemName,Category,Quantity,UnitPrice,Discount,TotalPrice,NetPrice,CostPrice,Profit
R105,McDonald's Noida,Noida,Uttar Pradesh,O228812,2025-01-31,Delivery,Cash,C16453,Male,36–45,I02,Chicken Maharaja Mac,Burger,2,190,5,380,375,115,145
R109,McDonald's Dehradun,Dehradun,Uttarakhand,O281629,2024-11-29,Dine-in,App,C10761,Female,Under 18,I02,Chicken Maharaja Mac,Burger,2,190,15,380,365,115,135
R104,McDonald's Delhi,Delhi,Delhi,O254649,2024-06-23,Dine-in,App,C11190,Female,36–45,I03,McAloo Tikki,Burger,1,55,0,55,55,30,25
R107,McDonald's Delhi,Delhi,Delhi,O228527,2024-09-02,Dine-in,App,C17909,Female,46–60,I03,McAloo Tikki,Burger,2,55,15,110,95,30,35
R100,McDonald's Shimla,Shimla,Himachal Pradesh,O203493,2024-12-13,Dine-in,App,C18217,Female,26–35,I06,Fries - Large,Fries,2,80,15,160,145,35,75
R101,McDonald's Noida,Noida,Uttar Pradesh,O230338,2025-03-09,Dine-in,Card,C13018,Female,46–60,I20,Chocolate Shake,Beverage,2,100,0,200,200,60,80
R108,McDonald's Delhi,Delhi,Delhi,O269249,2024-05-07,Takeaway,Cash,C14510,Female,Under 18,I18,Chicken Nuggets,Sides,3,120,20,360,340,70,130
R106,McDonald's Chandigarh,Chandigarh,Chandigarh,O218120,2024-04-29,Delivery,App,C14158,Female,36–45,I03,McAloo Tikki,Burger,1,55,20,55,35,30,5
R105,McDonald's Lucknow,Lucknow,Uttar Pradesh,O256161,2025-02-22,Dine-in,App,C17921,Female,46–60,I03,McAloo Tikki,Burger,2,55,15,110,95,30,35
R103,McDonald's Jaipur,Jaipur,Rajasthan,O235287,2024-07-13,Dine-in,Cash,C11782,Female,Under 18,I17,Paneer Wrap,Burger,3,120,15,360,345,65,150
R101,McDonald's Jammu,Jammu,Jammu and Kashmir,O224727,2024-10-25,Delivery,Cash,C16335,Female,36–45,I12,Brownie Sundae,Dessert,2,110,20,220,200,65,70
R102,McDonald's Chandigarh,Chandigarh,Chandigarh,O278129,2024-12-25,Dine-in,App,C11117,Male,Under 18,I14,McPuff,Sides,1,42,20,42,22,20,2
R104,McDonald's Gurugram,Gurugram,Haryana,O220720,2024-05-01,Delivery,Card,C16803,Female,26–35,I07,Coca-Cola,Beverage,3,40,10,120,110,20,50
R100,McDonald's Chandigarh,Chandigarh,Chandigarh,O214037,2025-01-03,Dine-in,Card,C19934,Female,46–60,I08,Sprite,Beverage,1,40,0,40,40,20,20
R108,McDonald's Shimla,Shimla,Himachal Pradesh,O230965,2024-07-14,Dine-in,Card,C19294,Female,18–25,I19,Veg Pizza McPuff,Sides,1,42,0,42,42,22,20
R102,McDonald's Delhi,Delhi,Delhi,O293982,2024-04-05,Takeaway,Cash,C12924,Male,26–35,I06,Fries - Large,Fries,1,80,5,80,75,35,40
R102,McDonald's Chandigarh,Chandigarh,Chandigarh,O267594,2024-10-18,Takeaway,Card,C10353,Female,46–60,I04,McChicken,Burger,3,130,10,390,380,75,155
R103,McDonald's Gurugram,Gurugram,Haryana,O280116,2024-05-16,Delivery,Card,C13555,Male,Under 18,I16,Strawberry Shake,Beverage,2,100,0,200,200,60,80
R104,McDonald's Gurugram,Gurugram,Haryana,O200448,2024-09-07,Delivery,Card,C13382,Male,46–60,I06,Fries - Large,Fries,3,80,10,240,230,35,125
R107,McDonald's Amritsar,Amritsar,Punjab,O284706,2024-09-15,Delivery,Cash,C19504,Female,36–45,I02,Chicken Maharaja Mac,Burger,2,190,5,380,375,115,145
R101,McDonald's Gurugram,Gurugram,Haryana,O261050,2024-07-23,Dine-in,Cash,C19240,Female,36–45,I10,McFlurry,Dessert,1,90,20,90,70,60,10
R110,McDonald's Jammu,Jammu,Jammu and Kashmir,O215136,2024-04-11,Takeaway,Cash,C11971,Female,18–25,I10,McFlurry,Dessert,1,90,0,90,90,60,30
R108,McDonald's Shimla,Shimla,Himachal Pradesh,O275953,2024-10-20,Dine-in,Cash,C18190,Male,26–35,I17,Paneer Wrap,Burger,1,120,15,120,105,65,40
R108,McDonald's Jaipur,Jaipur,Rajasthan,O237169,2025-02-07,Takeaway,Cash,C15440,Female,36–45,I19,Veg Pizza McPuff,Sides,1,42,5,42,37,22,15
R104,McDonald's Dehradun,Dehradun,Uttarakhand,O251075,2024-07-28,Delivery,Card,C10335,Female,18–25,I19,Veg Pizza McPuff,Sides,2,42,15,84,69,22,25
R109,McDonald's Amritsar,Amritsar,Punjab,O272357,2024-06-17,Delivery,App,C11003,Male,18–25,I01,Veg Maharaja Mac,Burger,2,170,5,340,335,100,135
R100,McDonald's Jaipur,Jaipur,Rajasthan,O217427,2024-08-28,Delivery,Cash,C10163,Male,36–45,I15,Peri Peri Fries,Fries,3,95,0,285,285,45,150
R102,McDonald's Jammu,Jammu,Jammu and Kashmir,O201304,2024-09-18,Takeaway,Card,C18721,Male,26–35,I11,Soft Serve Cone,Dessert,3,30,5,90,85,10,55
R104,McDonald's Dehradun,Dehradun,Uttarakhand,O287488,2024-12-07,Takeaway,App,C16960,Male,Under 18,I16,Strawberry Shake,Beverage,1,100,5,100,95,60,35
R107,McDonald's Chandigarh,Chandigarh,Chandigarh,O287673,2024-11-02,Dine-in,App,C12395,Male,Under 18,I16,Strawberry Shake,Beverage,2,100,10,200,190,60,70
R109,McDonald's Jammu,Jammu,Jammu and Kashmir,O255363,2024-09-09,Dine-in,Card,C12354,Male,36–45,I16,Strawberry Shake,Beverage,3,100,5,300,295,60,115
R108,McDonald's Amritsar,Amritsar,Punjab,O221375,2024-12-25,Takeaway,App,C10989,Male,18–25,I20,Chocolate Shake,Beverage,1,100,0,100,100,60,40
R109,McDonald's Lucknow,Lucknow,Uttar Pradesh,O242588,2024-09-05,Takeaway,App,C10028,Female,46–60,I10,McFlurry,Dessert,1,90,10,90,80,60,20
R106,McDonald's Jaipur,Jaipur,Rajasthan,O264569,2024-12-14,Takeaway,Card,C17277,Male,Under 18,I17,Paneer Wrap,Burger,1,120,5,120,115,65,50
R102,McDonald's Amritsar,Amritsar,Punjab,O265021,2024-12-31,Dine-in,App,C16467,Female,18–25,I08,Sprite,Beverage,1,40,5,40,35,20,15
R105,McDonald's Jammu,Jammu,Jammu and Kashmir,O268491,2025-03-25,Delivery,Card,C19097,Male,Under 18,I19,Veg Pizza McPuff,Sides,1,42,10,42,32,22,10
R100,McDonald's Gurugram,Gurugram,Haryana,O275053,2024-10-31,Takeaway,Card,C12131,Female,Under 18,I02,Chicken Maharaja Mac,Burger,3,190,10,570,560,115,215
R104,McDonald's Gurugram,Gurugram,Haryana,O218571,2024-09-08,Dine-in,App,C16770,Female,18–25,I02,Chicken Maharaja Mac,Burger,1,190,5,190,185,115,70
R109,McDonald's Gurugram,Gurugram,Haryana,O228199,2024-06-20,Dine-in,App,C17296,Female,36–45,I04,McChicken,Burger,3,130,10,390,380,75,155
R103,McDonald's Jaipur,Jaipur,Rajasthan,O210332,2024-07-22,Takeaway,Card,C12340,Female,18–25,I11,Soft Serve Cone,Dessert,3,30,20,90,70,10,40
R106,McDonald's Delhi,Delhi,Delhi,O258511,2024-05-05,Dine-in,Cash,C13154,Male,46–60,I08,Sprite,Beverage,2,40,0,80,80,20,40
R110,McDonald's Jammu,Jammu,Jammu and Kashmir,O202021,2024-04-23,Delivery,App,C11838,Female,36–45,I12,Brownie Sundae,Dessert,3,110,5,330,325,65,130
R102,McDonald's Dehradun,Dehradun,Uttarakhand,O284178,2024-04-25,Delivery,Card,C10468,Male,36–45,I18,Chicken Nuggets,Sides,1,120,15,120,105,70,35
R108,McDonald's Delhi,Delhi,Delhi,O215991,2024-08-30,Takeaway,App,C14723,Male,46–60,I01,Veg Maharaja Mac,Burger,3,170,15,510,495,100,195
R104,McDonald's Dehradun,Dehradun,Uttarakhand,O294428,2025-01-09,Takeaway,Card,C13671,Female,46–60,I07,Coca-Cola,Beverage,3,40,0,120,120,20,60
R105,McDonald's Jaipur,Jaipur,Rajasthan,O206999,2024-07-21,Delivery,Card,C18854,Male,18–25,I12,Brownie Sundae,Dessert,3,110,15,330,315,65,120
R105,McDonald's Dehradun,Dehradun,Uttarakhand,O293049,2024-11-02,Takeaway,Card,C11129,Female,36–45,I01,Veg Maharaja Mac,Burger,3,170,10,510,500,100,200
R110,McDonald's Lucknow,Lucknow,Uttar Pradesh,O255366,2024-08-24,Dine-in,App,C11493,Other,60+,I04,McChicken,Burger,2,130,10,260,250,75,100
R109,McDonald's Noida,Noida,Uttar Pradesh,O247856,2024-04-27,Dine-in,Cash,C14530,Male,26–35,I17,Paneer Wrap,Burger,1,120,5,120,115,65,50
R104,McDonald's Dehradun,Dehradun,Uttarakhand,O216554,2024-12-16,Delivery,App,C17367,Male,60+,I07,Coca-Cola,Beverage,1,40,0,40,40,20,20
R108,McDonald's Lucknow,Lucknow,Uttar Pradesh,O236875,2024-09-13,Takeaway,Card,C19856,Female,36–45,I13,Masala Wedges,Sides,2,65,20,130,110,35,40
R107,McDonald's Dehradun,Dehradun,Uttarakhand,O270928,2025-01-29,Dine-in,Card,C19695,Female,Under 18,I14,McPuff,Sides,2,42,15,84,69,20,29
R105,McDonald's Lucknow,Lucknow,Uttar Pradesh,O265391,2024-04-19,Takeaway,Card,C16210,Female,36–45,I06,Fries - Large,Fries,3,80,5,240,235,35,130
R109,McDonald's Noida,Noida,Uttar Pradesh,O268939,2025-03-29,Dine-in,Cash,C16558,Male,18–25,I09,Cold Coffee,Beverage,3,90,5,270,265,50,115
R105,McDonald's Gurugram,Gurugram,Haryana,O257437,2024-09-13,Dine-in,Cash,C11659,Female,46–60,I14,McPuff,Sides,2,42,20,84,64,20,24
R102,McDonald's Jaipur,Jaipur,Rajasthan,O235394,2024-07-02,Dine-in,App,C11105,Male,26–35,I16,Strawberry Shake,Beverage,3,100,20,300,280,60,100
R105,McDonald's Dehradun,Dehradun,Uttarakhand,O268049,2024-09-29,Takeaway,Card,C14204,Other,18–25,I11,Soft Serve Cone,Dessert,1,30,10,30,20,10,10
R104,McDonald's Dehradun,Dehradun,Uttarakhand,O289384,2025-02-06,Dine-in,App,C17350,Female,60+,I20,Chocolate Shake,Beverage,1,100,5,100,95,60,35
R106,McDonald's Noida,Noida,Uttar Pradesh,O255591,2024-06-22,Dine-in,App,C11797,Male,26–35,I01,Veg Maharaja Mac,Burger,2,170,15,340,325,100,125
R105,McDonald's Chandigarh,Chandigarh,Chandigarh,O286606,2025-01-04,Delivery,Card,C16644,Female,36–45,I20,Chocolate Shake,Beverage,1,100,20,100,80,60,20
R100,McDonald's Chandigarh,Chandigarh,Chandigarh,O228852,2024-12-10,Delivery,App,C18104,Female,26–35,I10,McFlurry,Dessert,1,90,10,90,80,60,20
R110,McDonald's Jammu,Jammu,Jammu and Kashmir,O205578,2024-12-23,Delivery,Card,C10348,Female,18–25,I05,Fries - Regular,Fries,1,50,20,50,30,22,8
R109,McDonald's Noida,Noida,Uttar Pradesh,O242896,2025-03-02,Takeaway,Card,C17878,Female,18–25,I03,McAloo Tikki,Burger,3,55,10,165,155,30,65
R105,McDonald's Delhi,Delhi,Delhi,O225348,2025-02-21,Delivery,App,C13203,Male,18–25,I02,Chicken Maharaja Mac,Burger,3,190,10,570,560,115,215
R100,McDonald's Dehradun,Dehradun,Uttarakhand,O292480,2024-09-16,Takeaway,Cash,C15147,Male,Under 18,I08,Sprite,Beverage,3,40,5,120,115,20,55
R104,McDonald's Shimla,Shimla,Himachal Pradesh,O208680,2024-04-06,Delivery,App,C12777,Male,60+,I13,Masala Wedges,Sides,3,65,20,195,175,35,70
R106,McDonald's Lucknow,Lucknow,Uttar Pradesh,O284828,2024-06-23,Takeaway,Cash,C10002,Male,46–60,I06,Fries - Large,Fries,2,80,5,160,155,35,85
R104,McDonald's Lucknow,Lucknow,Uttar Pradesh,O201211,2024-06-17,Takeaway,App,C15172,Male,36–45,I04,McChicken,Burger,1,130,10,130,120,75,45
R102,McDonald's Shimla,Shimla,Himachal Pradesh,O290026,2024-10-10,Dine-in,Card,C12633,Male,18–25,I19,Veg Pizza McPuff,Sides,3,42,10,126,116,22,50
R100,McDonald's Noida,Noida,Uttar Pradesh,O227576,2025-01-20,Dine-in,Card,C12133,Male,18–25,I12,Brownie Sundae,Dessert,2,110,10,220,210,65,80
R105,McDonald's Lucknow,Lucknow,Uttar Pradesh,O243075,2024-08-24,Dine-in,App,C12347,Female,60+,I01,Veg Maharaja Mac,Burger,3,170,5,510,505,100,205
R106,McDonald's Shimla,Shimla,Himachal Pradesh,O293473,2024-06-09,Delivery,Cash,C19244,Female,18–25,I15,Peri Peri Fries,Fries,1,95,20,95,75,45,30
R104,McDonald's Delhi,Delhi,Delhi,O222316,2024-06-07,Takeaway,App,C17451,Female,60+,I16,Strawberry Shake,Beverage,1,100,10,100,90,60,30
R109,McDonald's Delhi,Delhi,Delhi,O269504,2024-09-11,Dine-in,App,C19800,Male,Under 18,I16,Strawberry Shake,Beverage,2,100,10,200,190,60,70
R109,McDonald's Lucknow,Lucknow,Uttar Pradesh,O204080,2024-07-28,Dine-in,App,C16331,Male,46–60,I05,Fries - Regular,Fries,1,50,5,50,45,22,23
R107,McDonald's Noida,Noida,Uttar Pradesh,O208603,2024-08-30,Dine-in,Cash,C17910,Male,18–25,I15,Peri Peri Fries,Fries,2,95,15,190,175,45,85
R100,McDonald's Delhi,Delhi,Delhi,O218556,2024-11-06,Delivery,App,C18811,Male,26–35,I06,Fries - Large,Fries,2,80,5,160,155,35,85
R109,McDonald's Amritsar,Amritsar,Punjab,O214063,2024-10-27,Dine-in,Cash,C15753,Female,Under 18,I02,Chicken Maharaja Mac,Burger,2,190,0,380,380,115,150
R104,McDonald's Noida,Noida,Uttar Pradesh,O203786,2024-10-16,Dine-in,Card,C15458,Female,60+,I02,Chicken Maharaja Mac,Burger,3,190,20,570,550,115,205
R105,McDonald's Dehradun,Dehradun,Uttarakhand,O250105,2025-01-08,Takeaway,App,C11218,Male,46–60,I04,McChicken,Burger,3,130,10,390,380,75,155
R109,McDonald's Jaipur,Jaipur,Rajasthan,O284409,2024-11-10,Takeaway,App,C19373,Female,46–60,I12,Brownie Sundae,Dessert,2,110,20,220,200,65,70
R103,McDonald's Amritsar,Amritsar,Punjab,O290324,2024-11-03,Delivery,Card,C16294,Other,36–45,I02,Chicken Maharaja Mac,Burger,2,190,10,380,370,115,140
R107,McDonald's Chandigarh,Chandigarh,Chandigarh,O234593,2025-01-18,Delivery,Card,C10021,Female,60+,I16,Strawberry Shake,Beverage,2,100,15,200,185,60,65
R105,McDonald's Noida,Noida,Uttar Pradesh,O270114,2024-06-30,Takeaway,Cash,C17806,Male,18–25,I06,Fries - Large,Fries,3,80,10,240,230,35,125
R105,McDonald's Noida,Noida,Uttar Pradesh,O279709,2024-05-04,Takeaway,Card,C17129,Male,36–45,I13,Masala Wedges,Sides,1,65,5,65,60,35,25
R110,McDonald's Jaipur,Jaipur,Rajasthan,O285347,2024-11-19,Delivery,Cash,C10623,Female,46–60,I19,Veg Pizza McPuff,Sides,2,42,10,84,74,22,30
R109,McDonald's Jammu,Jammu,Jammu and Kashmir,O255460,2024-11-15,Delivery,Card,C12092,Female,18–25,I07,Coca-Cola,Beverage,2,40,10,80,70,20,30
R108,McDonald's Chandigarh,Chandigarh,Chandigarh,O279005,2025-02-15,Delivery,App,C14808,Male,26–35,I15,Peri Peri Fries,Fries,3,95,20,285,265,45,130
R107,McDonald's Delhi,Delhi,Delhi,O249205,2024-08-03,Dine-in,Cash,C18519,Male,18–25,I15,Peri Peri Fries,Fries,3,95,5,285,280,45,145
R106,McDonald's Dehradun,Dehradun,Uttarakhand,O217041,2024-04-02,Delivery,App,C15571,Male,18–25,I05,Fries - Regular,Fries,2,50,20,100,80,22,36
R109,McDonald's Dehradun,Dehradun,Uttarakhand,O210387,2024-04-17,Dine-in,App,C19123,Male,26–35,I05,Fries - Regular,Fries,3,50,20,150,130,22,64
R106,McDonald's Chandigarh,Chandigarh,Chandigarh,O233177,2024-07-04,Delivery,Cash,C14763,Female,18–25,I15,Peri Peri Fries,Fries,3,95,15,285,270,45,135
R105,McDonald's Lucknow,Lucknow,Uttar Pradesh,O295631,2024-10-31,Takeaway,Card,C19457,Male,26–35,I15,Peri Peri Fries,Fries,3,95,5,285,280,45,145
R106,McDonald's Lucknow,Lucknow,Uttar Pradesh,O244536,2024-06-22,Takeaway,Card,C11511,Male,36–45,I01,Veg Maharaja Mac,Burger,3,170,20,510,490,100,190
R110,McDonald's Chandigarh,Chandigarh,Chandigarh,O264246,2024-06-22,Takeaway,Card,C16417,Female,60+,I05,Fries - Regular,Fries,3,50,5,150,145,22,79
R100,McDonald's Jammu,Jammu,Jammu and Kashmir,O263943,2024-11-05,Takeaway,Cash,C11777,Female,46–60,I15,Peri Peri Fries,Fries,1,95,10,95,85,45,40
R110,McDonald's Dehradun,Dehradun,Uttarakhand,O295612,2024-12-30,Delivery,App,C16851,Male,36–45,I11,Soft Serve Cone,Dessert,3,30,0,90,90,10,60
R110,McDonald's Chandigarh,Chandigarh,Chandigarh,O275159,2024-04-02,Delivery,App,C12487,Male,36–45,I03,McAloo Tikki,Burger,3,55,15,165,150,30,60
R106,McDonald's Dehradun,Dehradun,Uttarakhand,O226676,2024-05-18,Takeaway,App,C18549,Male,Under 18,I19,Veg Pizza McPuff,Sides,1,42,20,42,22,22,0
R109,McDonald's Chandigarh,Chandigarh,Chandigarh,O207141,2024-10-14,Dine-in,Card,C10301,Female,36–45,I06,Fries - Large,Fries,2,80,5,160,155,35,85
R108,McDonald's Amritsar,Amritsar,Punjab,O280696,2024-10-09,Delivery,Cash,C14681,Male,46–60,I14,McPuff,Sides,2,42,15,84,69,20,29
R103,McDonald's Delhi,Delhi,Delhi,O203524,2024-10-13,Dine-in,Cash,C12054,Male,Under 18,I05,Fries - Regular,Fries,2,50,0,100,100,22,56
R100,McDonald's Jammu,Jammu,Jammu and Kashmir,O271006,2024-04-02,Delivery,App,C14903,Female,Under 18,I12,Brownie Sundae,Dessert,1,110,15,110,95,65,30
R104,McDonald's Amritsar,Amritsar,Punjab,O212768,2025-02-09,Takeaway,Cash,C10384,Female,26–35,I05,Fries - Regular,Fries,2,50,0,100,100,22,56
R110,McDonald's Lucknow,Lucknow,Uttar Pradesh,O232189,2024-06-08,Dine-in,Cash,C16892,Male,60+,I12,Brownie Sundae,Dessert,1,110,5,110,105,65,40
R102,McDonald's Noida,Noida,Uttar Pradesh,O241236,2024-05-26,Delivery,Card,C16434,Female,60+,I08,Sprite,Beverage,3,40,15,120,105,20,45
R107,McDonald's Shimla,Shimla,Himachal Pradesh,O283649,2024-11-08,Takeaway,Cash,C19443,Female,Under 18,I09,Cold Coffee,Beverage,2,90,15,180,165,50,65
R107,McDonald's Jaipur,Jaipur,Rajasthan,O281437,2024-06-15,Takeaway,Cash,C13727,Female,26–35,I16,Strawberry Shake,Beverage,3,100,20,300,280,60,100
R105,McDonald's Lucknow,Lucknow,Uttar Pradesh,O242162,2025-03-19,Takeaway,Card,C11709,Male,36–45,I14,McPuff,Sides,2,42,0,84,84,20,44
R108,McDonald's Dehradun,Dehradun,Uttarakhand,O283065,2024-10-17,Delivery,Cash,C19176,Female,60+,I18,Chicken Nuggets,Sides,1,120,0,120,120,70,50
R101,McDonald's Chandigarh,Chandigarh,Chandigarh,O227663,2024-05-02,Takeaway,Card,C15923,Male,46–60,I07,Coca-Cola,Beverage,1,40,5,40,35,20,15
R104,McDonald's Dehradun,Dehradun,Uttarakhand,O282404,2024-08-11,Takeaway,Card,C18325,Male,Under 18,I05,Fries - Regular,Fries,3,50,0,150,150,22,84
R107,McDonald's Shimla,Shimla,Himachal Pradesh,O221983,2024-08-05,Delivery,Card,C14709,Female,60+,I04,McChicken,Burger,3,130,15,390,375,75,150
R100,McDonald's Dehradun,Dehradun,Uttarakhand,O223396,2025-01-15,Delivery,Cash,C16579,Female,36–45,I14,McPuff,Sides,1,42,15,42,27,20,7
R103,McDonald's Gurugram,Gurugram,Haryana,O238151,2025-01-25,Delivery,Cash,C15651,Female,46–60,I19,Veg Pizza McPuff,Sides,3,42,5,126,121,22,55
R106,McDonald's Dehradun,Dehradun,Uttarakhand,O257576,2024-04-01,Takeaway,Card,C19940,Male,18–25,I18,Chicken Nuggets,Sides,3,120,20,360,340,70,130
R101,McDonald's Jammu,Jammu,Jammu and Kashmir,O237005,2024-12-31,Takeaway,App,C10925,Male,Under 18,I07,Coca-Cola,Beverage,2,40,20,80,60,20,20
R109,McDonald's Dehradun,Dehradun,Uttarakhand,O232963,2024-05-24,Dine-in,Card,C12723,Male,36–45,I17,Paneer Wrap,Burger,1,120,0,120,120,65,55
R101,McDonald's Jaipur,Jaipur,Rajasthan,O270920,2024-06-09,Delivery,App,C14797,Female,46–60,I03,McAloo Tikki,Burger,3,55,0,165,165,30,75
R104,McDonald's Gurugram,Gurugram,Haryana,O285787,2024-07-20,Delivery,App,C17195,Male,26–35,I04,McChicken,Burger,2,130,5,260,255,75,105
R107,McDonald's Jaipur,Jaipur,Rajasthan,O249142,2024-10-01,Dine-in,Card,C12856,Male,60+,I07,Coca-Cola,Beverage,1,40,5,40,35,20,15
R104,McDonald's Gurugram,Gurugram,Haryana,O250901,2024-05-03,Takeaway,App,C11766,Female,26–35,I05,Fries - Regular,Fries,2,50,15,100,85,22,41
R108,McDonald's Gurugram,Gurugram,Haryana,O268616,2024-07-31,Dine-in,Cash,C16601,Male,36–45,I17,Paneer Wrap,Burger,3,120,10,360,350,65,155
R103,McDonald's Shimla,Shimla,Himachal Pradesh,O248130,2025-02-18,Dine-in,App,C16326,Female,46–60,I14,McPuff,Sides,3,42,20,126,106,20,46
R103,McDonald's Jaipur,Jaipur,Rajasthan,O293673,2024-10-12,Dine-in,Cash,C18394,Male,26–35,I09,Cold Coffee,Beverage,3,90,5,270,265,50,115
R103,McDonald's Shimla,Shimla,Himachal Pradesh,O239693,2024-10-09,Takeaway,Cash,C12301,Male,60+,I17,Paneer Wrap,Burger,1,120,10,120,110,65,45
R102,McDonald's Gurugram,Gurugram,Haryana,O228043,2024-10-12,Dine-in,App,C15540,Male,60+,I07,Coca-Cola,Beverage,1,40,15,40,25,20,5
R103,McDonald's Jammu,Jammu,Jammu and Kashmir,O232119,2024-07-17,Delivery,Card,C18033,Female,60+,I14,McPuff,Sides,3,42,10,126,116,20,56
R105,McDonald's Gurugram,Gurugram,Haryana,O210492,2024-11-19,Takeaway,Card,C15036,Female,Under 18,I06,Fries - Large,Fries,2,80,20,160,140,35,70
R110,McDonald's Gurugram,Gurugram,Haryana,O234827,2024-12-20,Dine-in,App,C13552,Male,26–35,I01,Veg Maharaja Mac,Burger,2,170,15,340,325,100,125
R100,McDonald's Shimla,Shimla,Himachal Pradesh,O230610,2025-02-03,Dine-in,Card,C19904,Female,26–35,I19,Veg Pizza McPuff,Sides,3,42,5,126,121,22,55
R110,McDonald's Amritsar,Amritsar,Punjab,O220846,2024-05-07,Takeaway,App,C12658,Male,Under 18,I17,Paneer Wrap,Burger,3,120,0,360,360,65,165
R108,McDonald's Chandigarh,Chandigarh,Chandigarh,O213323,2025-01-30,Takeaway,Cash,C11641,Female,26–35,I10,McFlurry,Dessert,1,90,0,90,90,60,30
R101,McDonald's Gurugram,Gurugram,Haryana,O249970,2024-06-07,Dine-in,App,C17417,Female,Under 18,I02,Chicken Maharaja Mac,Burger,2,190,15,380,365,115,135
R103,McDonald's Amritsar,Amritsar,Punjab,O288100,2024-12-24,Dine-in,Card,C17556,Male,46–60,I20,Chocolate Shake,Beverage,1,100,10,100,90,60,30
R101,McDonald's Lucknow,Lucknow,Uttar Pradesh,O231185,2024-10-17,Takeaway,Cash,C15933,Female,60+,I11,Soft Serve Cone,Dessert,2,30,10,60,50,10,30
R101,McDonald's Lucknow,Lucknow,Uttar Pradesh,O233441,2024-10-22,Dine-in,App,C11477,Male,26–35,I07,Coca-Cola,Beverage,2,40,15,80,65,20,25
R107,McDonald's Dehradun,Dehradun,Uttarakhand,O287508,2025-02-08,Takeaway,Cash,C10712,Female,46–60,I13,Masala Wedges,Sides,2,65,10,130,120,35,50
R102,McDonald's Shimla,Shimla,Himachal Pradesh,O223697,2024-07-06,Delivery,Card,C17177,Male,18–25,I02,Chicken Maharaja Mac,Burger,2,190,0,380,380,115,150
R107,McDonald's Jammu,Jammu,Jammu and Kashmir,O246814,2025-02-04,Delivery,Card,C10603,Male,18–25,I12,Brownie Sundae,Dessert,3,110,15,330,315,65,120
R100,McDonald's Dehradun,Dehradun,Uttarakhand,O293634,2024-11-09,Delivery,Cash,C17934,Male,26–35,I13,Masala Wedges,Sides,3,65,15,195,180,35,75
R109,McDonald's Jaipur,Jaipur,Rajasthan,O284085,2025-03-11,Dine-in,Cash,C14688,Male,Under 18,I07,Coca-Cola,Beverage,2,40,10,80,70,20,30
R102,McDonald's Chandigarh,Chandigarh,Chandigarh,O255837,2024-09-18,Takeaway,Cash,C14248,Other,46–60,I06,Fries - Large,Fries,3,80,0,240,240,35,135
R106,McDonald's Delhi,Delhi,Delhi,O267667,2025-03-11,Dine-in,Card,C12738,Female,18–25,I19,Veg Pizza McPuff,Sides,2,42,5,84,79,22,35
R103,McDonald's Jammu,Jammu,Jammu and Kashmir,O276634,2024-12-22,Delivery,Card,C13615,Female,Under 18,I18,Chicken Nuggets,Sides,2,120,10,240,230,70,90
R109,McDonald's Delhi,Delhi,Delhi,O270581,2024-04-29,Dine-in,App,C17051,Female,60+,I20,Chocolate Shake,Beverage,3,100,10,300,290,60,110
R101,McDonald's Amritsar,Amritsar,Punjab,O299337,2024-04-12,Takeaway,Cash,C18498,Female,18–25,I19,Veg Pizza McPuff,Sides,2,42,20,84,64,22,20
R100,McDonald's Amritsar,Amritsar,Punjab,O215271,2024-12-17,Delivery,Cash,C15128,Male,36–45,I09,Cold Coffee,Beverage,3,90,10,270,260,50,110
R108,McDonald's Shimla,Shimla,Himachal Pradesh,O293134,2024-12-23,Dine-in,Card,C17605,Male,36–45,I07,Coca-Cola,Beverage,1,40,15,40,25,20,5
R104,McDonald's Dehradun,Dehradun,Uttarakhand,O215129,2025-02-08,Takeaway,Card,C13613,Male,60+,I19,Veg Pizza McPuff,Sides,3,42,0,126,126,22,60
R102,McDonald's Lucknow,Lucknow,Uttar Pradesh,O259719,2024-05-17,Dine-in,Cash,C12444,Male,46–60,I02,Chicken Maharaja Mac,Burger,1,190,20,190,170,115,55
R103,McDonald's Chandigarh,Chandigarh,Chandigarh,O224170,2024-07-24,Takeaway,App,C13582,Female,Under 18,I05,Fries - Regular,Fries,3,50,20,150,130,22,64
R105,McDonald's Chandigarh,Chandigarh,Chandigarh,O253352,2024-12-16,Delivery,Cash,C16478,Female,36–45,I19,Veg Pizza McPuff,Sides,1,42,5,42,37,22,15
R104,McDonald's Lucknow,Lucknow,Uttar Pradesh,O209935,2024-04-01,Delivery,App,C17305,Male,18–25,I01,Veg Maharaja Mac,Burger,3,170,20,510,490,100,190
R101,McDonald's Shimla,Shimla,Himachal Pradesh,O243333,2025-02-09,Dine-in,Cash,C11055,Other,36–45,I09,Cold Coffee,Beverage,1,90,10,90,80,50,30
R104,McDonald's Jaipur,Jaipur,Rajasthan,O226918,2024-05-09,Takeaway,App,C15733,Female,Under 18,I17,Paneer Wrap,Burger,1,120,5,120,115,65,50
R108,McDonald's Shimla,Shimla,Himachal Pradesh,O222862,2024-09-10,Dine-in,App,C12124,Male,36–45,I04,McChicken,Burger,2,130,10,260,250,75,100
